 Time,Stitch's Great Escape! - Temporarily Closed,"Monsters, Inc. Laugh Floor",Walt Disney World Railroad - Frontierland,Walt Disney's Enchanted Tiki Room,Sorcerers of the Magic Kingdom,The Barnstormer,Walt Disney World Railroad - Fantasyland,Casey Jr. Splash 'N' Soak Station,Cinderella Castle,Under the Sea - Journey of The Little Mermaid,Enchanted Tales with Belle,Seven Dwarfs Mine Train ,A Pirate's Adventure - Treasures of the Seven Seas,Allergy-Friendly Trick-Or-Treat Experience – Mickey's Not-So-Scary Halloween Party,Treat Locations for Mickey's Not-So-Scary Halloween Party,Pirate and Princess Adventures at Walt Disney World,Pirates at Walt Disney World Resort,Pirates at Walt Disney World,Horses - Disney Animals,Astro Orbiter,Big Thunder Mountain Railroad,Buzz Lightyear's Space Ranger Spin,Prince Charming Regal Carrousel,Dumbo the Flying Elephant,Frontierland Shootin' Arcade,"""it's a small world""",Jungle Cruise,Liberty Square Riverboat,Mad Tea Party,Main Street Vehicles,Mickey's PhilharMagic,Peter Pan's Flight,Pirates of the Caribbean,Space Mountain,Splash Mountain,Swiss Family Treehouse,Haunted Mansion,The Magic Carpets of Aladdin,The Many Adventures of Winnie the Pooh,Tom Sawyer Island,Tomorrowland Speedway,Tomorrowland Transit Authority PeopleMover,"Walt Disney World Railroad - Main Street, U.S.A",Walt Disney's Carousel of Progress,Country Bear Jamboree,The Hall of Presidents,,Unnamed: 48
2/16/2018 20:40,0,0,0,0,0,5,0,0,0,10,0,60,0,0,0,0,0,0,0,15,15,15,10,10,0,10,5,0,5,0,10,25,5,55,10,0,10,5,5,0,40,0,,0,0,0,,
2/16/2018 20:50,0,0,0,0,0,0,0,0,0,10,0,30,0,0,0,0,0,0,0,15,10,10,10,15,0,10,5,0,5,0,10,15,5,45,5,0,10,5,5,0,40,0,,0,0,0,,
2/16/2018 21:00,0,0,0,0,0,0,0,0,0,10,0,30,0,0,0,0,0,0,0,15,5,5,10,15,0,10,5,0,5,0,10,15,5,30,5,0,10,5,5,0,10,0,,0,0,0,,
2/16/2018 21:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 21:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 21:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 21:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 22:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 22:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 22:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 22:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 23:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 23:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 23:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/16/2018 23:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 0:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 0:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 0:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 0:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 1:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 1:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 1:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 1:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 2:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 2:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 2:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 2:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 3:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 3:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 3:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 3:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 4:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 4:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 4:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,
2/17/2018 5:10,0,0,0,0,0,5,0,0,0,15,15,30,0,0,0,0,0,0,0,10,10,5,5,10,0,5,15,0,5,0,5,15,10,20,10,0,15,10,10,0,5,0,,0,0,0,,
2/17/2018 5:20,0,0,0,0,0,5,0,0,0,15,15,30,0,0,0,0,0,0,0,15,10,5,5,10,0,10,5,0,5,0,5,30,5,20,5,0,13,10,10,0,5,0,,0,0,0,,
2/17/2018 5:30,0,0,0,0,0,5,0,0,0,15,15,50,0,0,0,0,0,0,0,15,10,5,5,10,0,10,5,0,5,0,5,40,5,15,5,0,13,10,10,0,5,0,,0,0,0,,
2/17/2018 5:40,0,0,0,0,0,5,0,0,0,15,15,50,0,0,0,0,0,0,0,15,25,5,5,10,0,10,5,0,5,0,10,35,5,15,5,0,13,5,10,0,20,0,,0,0,0,,
2/17/2018 5:50,0,0,0,0,0,5,0,0,0,15,40,50,0,0,0,0,0,0,0,15,30,5,5,10,0,10,5,0,5,0,10,30,5,30,5,0,13,5,0,0,20,0,,0,0,0,,
2/17/2018 6:00,0,0,0,0,0,5,0,0,0,15,20,50,0,0,0,0,0,0,0,15,30,5,5,10,0,10,15,0,5,0,10,40,5,40,5,0,13,5,0,0,20,0,,0,0,0,,
2/17/2018 6:10,0,5,0,0,0,5,0,0,0,15,20,50,0,0,0,0,0,0,0,20,15,20,5,10,0,10,20,0,5,0,10,45,5,40,5,0,25,10,0,0,20,0,,0,0,0,,
2/17/2018 6:20,0,5,0,0,0,10,0,0,0,15,20,50,0,0,0,0,0,0,0,25,15,25,5,10,0,10,10,0,5,0,15,55,5,35,5,0,25,10,0,0,20,0,,0,0,0,,
2/17/2018 6:30,0,10,0,0,0,15,0,0,0,15,20,65,0,0,0,0,0,0,0,25,45,20,5,75,0,10,0,0,5,0,15,80,15,50,20,0,45,10,0,0,20,0,,0,0,0,,
2/17/2018 6:40,0,10,0,0,0,15,0,0,0,15,20,65,0,0,0,0,0,0,0,20,45,30,5,15,0,10,0,0,5,0,10,70,25,75,10,0,30,10,20,0,20,0,,0,0,0,,
2/17/2018 6:50,0,10,0,0,0,20,0,0,0,15,20,110,0,0,0,0,0,0,0,25,45,40,5,15,0,25,10,0,5,0,10,75,15,105,25,0,30,15,40,0,20,0,,0,0,0,,
2/17/2018 7:00,0,10,0,0,0,25,0,0,0,15,30,110,0,0,0,0,0,0,0,25,50,45,5,15,0,15,35,0,5,0,10,75,40,120,45,0,30,15,40,0,20,0,,0,0,0,,
2/17/2018 7:10,0,10,0,0,0,25,0,0,0,15,30,0,0,0,0,0,0,0,0,30,60,50,5,10,0,20,50,0,10,0,10,80,30,120,50,0,40,15,45,0,20,0,,0,0,0,,
2/17/2018 7:20,0,10,0,0,0,25,0,0,0,15,30,0,0,0,0,0,0,0,0,30,90,55,5,30,0,20,40,0,10,0,10,65,30,130,70,0,55,15,45,0,20,0,,0,0,0,,
2/17/2018 7:30,0,10,0,0,0,25,0,0,0,15,50,0,0,0,0,0,0,0,0,35,90,70,5,25,0,25,65,0,10,0,10,65,45,145,90,0,45,15,45,0,30,0,,0,0,0,,
2/17/2018 7:40,0,10,0,0,0,30,0,0,0,20,50,0,0,0,0,0,0,0,0,35,105,65,10,20,0,25,55,0,10,0,20,105,55,165,130,0,55,25,50,0,30,0,,0,0,0,,
2/17/2018 7:50,0,20,0,0,0,30,0,0,0,25,80,0,0,0,0,0,0,0,0,40,110,60,10,25,0,25,55,0,20,0,20,90,60,0,145,0,55,30,60,0,30,0,,0,0,0,,
2/17/2018 8:00,0,20,0,0,0,30,0,0,0,45,60,0,0,0,0,0,0,0,0,35,50,60,10,30,0,25,60,0,40,0,15,85,75,0,115,0,70,35,60,0,30,0,,0,0,0,,
2/17/2018 8:10,0,20,0,0,0,55,0,0,0,30,60,0,0,0,0,0,0,0,0,40,75,75,10,40,0,25,75,0,40,0,10,90,50,0,80,0,70,35,60,0,30,0,,0,0,0,,
2/17/2018 8:20,0,25,0,0,0,60,0,0,0,35,40,0,0,0,0,0,0,0,0,35,70,75,10,50,0,35,75,0,25,0,10,80,45,0,80,0,65,40,60,0,30,0,,0,0,0,,
2/17/2018 8:30,0,25,0,0,0,55,0,0,0,40,30,0,0,0,0,0,0,0,0,40,85,75,10,50,0,35,70,0,30,0,15,95,50,0,135,0,40,40,50,0,30,0,,0,0,0,,
2/17/2018 8:40,0,30,0,0,0,55,0,0,0,45,20,110,0,0,0,0,0,0,0,45,85,80,10,55,0,45,70,0,20,0,20,95,50,0,135,0,40,40,50,0,60,0,,0,0,0,,
2/17/2018 8:50,0,30,0,0,0,55,0,0,0,45,30,110,0,0,0,0,0,0,0,55,80,95,10,55,0,45,70,0,20,0,20,90,55,0,125,0,45,45,45,0,60,0,,0,0,0,,
2/17/2018 9:00,0,20,0,0,0,50,0,0,0,45,30,110,0,0,0,0,0,0,0,55,80,85,10,60,0,40,70,0,30,0,15,75,55,0,115,0,45,35,50,0,70,0,,0,0,0,,
2/17/2018 9:10,0,20,0,0,0,40,0,0,0,35,30,110,0,0,0,0,0,0,0,40,100,85,15,65,0,40,80,0,35,0,15,75,50,90,115,0,45,35,55,0,70,0,,0,0,0,,
2/17/2018 9:20,0,20,0,0,0,40,0,0,0,45,50,110,0,0,0,0,0,0,0,35,110,85,15,65,0,40,80,0,25,0,20,75,50,90,105,0,45,30,55,0,70,0,,0,0,0,,
2/17/2018 9:30,0,30,0,0,0,30,0,0,0,50,40,110,0,0,0,0,0,0,0,45,90,85,15,70,0,35,85,0,30,0,30,85,65,155,115,0,50,35,55,0,70,0,,0,0,0,,
2/17/2018 9:40,0,10,0,0,0,25,0,0,0,60,50,110,0,0,0,0,0,0,0,40,80,75,15,25,0,35,85,0,40,0,30,90,65,165,115,0,75,30,50,0,60,0,,0,0,0,,
2/17/2018 9:50,0,10,0,0,0,25,0,0,0,60,60,110,0,0,0,0,0,0,0,45,80,75,20,80,0,25,90,0,25,0,30,90,60,165,115,0,80,25,50,0,60,0,,0,0,0,,
2/17/2018 10:00,0,30,0,0,0,30,0,0,0,60,40,110,0,0,0,0,0,0,0,50,85,75,20,70,0,45,90,0,25,0,30,0,60,170,125,0,75,25,45,0,25,0,,0,0,0,,
2/17/2018 10:10,0,30,0,0,0,50,0,0,0,55,40,110,0,0,0,0,0,0,0,45,95,65,20,70,0,45,85,0,25,0,30,95,65,195,135,0,85,30,50,0,25,0,,0,0,0,,
2/17/2018 10:20,0,30,0,0,0,60,0,0,0,55,40,110,0,0,0,0,0,0,0,40,105,55,20,80,0,45,75,0,30,0,30,105,60,225,125,0,70,30,50,0,50,0,,0,0,0,,
2/17/2018 10:30,0,30,0,0,0,55,0,0,0,40,40,150,0,0,0,0,0,0,0,35,95,50,20,80,0,45,75,0,25,0,15,105,60,245,120,0,75,35,50,0,40,0,,0,0,0,,
2/17/2018 10:40,0,30,0,0,0,65,0,0,0,35,20,150,0,0,0,0,0,0,0,35,95,50,20,60,0,35,70,0,45,0,15,95,55,215,110,0,60,35,40,0,40,0,,0,0,0,,
2/17/2018 10:50,0,30,0,0,0,50,0,0,0,30,20,130,0,0,0,0,0,0,0,40,85,55,20,65,0,40,70,0,25,0,20,85,65,205,110,0,70,35,35,0,40,0,,0,0,0,,
2/17/2018 11:00,0,20,0,0,0,55,0,0,0,30,40,140,0,0,0,0,0,0,0,45,85,60,20,65,0,40,60,0,30,0,15,90,65,175,115,0,60,45,55,0,40,0,,0,0,0,,
2/17/2018 11:10,0,20,0,0,0,50,0,0,0,60,40,170,0,0,0,0,0,0,0,45,80,65,20,65,0,40,55,0,30,0,30,90,60,175,115,0,50,45,55,0,40,0,,0,0,0,,
2/17/2018 11:20,0,20,0,0,0,35,0,0,0,40,50,170,0,0,0,0,0,0,0,55,75,65,20,65,0,40,55,0,30,0,30,85,50,175,125,0,60,45,45,0,40,0,,0,0,0,,
2/17/2018 11:30,0,20,0,0,0,35,0,0,0,75,65,190,0,0,0,0,0,0,0,45,100,70,20,60,0,45,50,0,30,0,30,85,55,195,115,0,65,50,45,0,40,0,,0,0,0,,
2/17/2018 11:40,0,20,0,0,0,50,0,0,0,75,60,190,0,0,0,0,0,0,0,40,80,75,20,50,0,45,65,0,30,0,20,95,65,0,130,0,70,45,70,0,40,0,,0,0,0,,
2/17/2018 11:50,0,40,0,0,0,60,0,0,0,85,60,190,0,0,0,0,0,0,0,50,80,70,20,55,0,45,75,0,30,0,25,95,65,0,140,0,70,45,60,0,40,0,,0,0,0,,
2/17/2018 12:00,0,40,0,0,0,50,0,0,0,85,70,190,0,0,0,0,0,0,0,50,80,65,20,30,0,50,70,0,30,0,25,95,65,0,130,0,70,35,50,0,40,0,,0,0,0,,
2/17/2018 12:10,0,40,0,0,0,55,0,0,0,30,70,190,0,0,0,0,0,0,0,70,80,60,20,60,0,40,70,0,30,0,20,95,75,0,135,0,60,25,50,0,40,0,,0,0,0,,
2/17/2018 12:20,0,20,0,0,0,55,0,0,0,75,30,190,0,0,0,0,0,0,0,30,80,60,10,60,0,30,65,0,30,0,20,95,75,0,135,0,70,10,55,0,40,0,,0,0,0,,
2/17/2018 12:30,0,20,0,0,0,55,0,0,0,80,50,190,0,0,0,0,0,0,0,35,80,65,10,60,0,30,65,0,35,0,20,105,65,0,140,0,80,15,45,0,40,0,,0,0,0,,
2/17/2018 12:40,0,20,0,0,0,55,0,0,0,80,40,190,0,0,0,0,0,0,0,35,80,65,10,60,0,20,65,0,30,0,30,105,65,0,130,0,80,15,45,0,40,0,,0,0,0,,
2/17/2018 12:50,0,30,0,0,0,65,0,0,0,85,40,190,0,0,0,0,0,0,0,40,80,75,10,65,0,20,70,0,25,0,30,95,60,0,130,0,80,25,40,0,50,0,,0,0,0,,
2/17/2018 13:00,0,20,0,0,0,60,0,0,0,75,40,190,0,0,0,0,0,0,0,30,70,85,10,65,0,50,70,0,25,0,30,95,60,0,135,0,85,35,45,0,60,0,,0,0,0,,
2/17/2018 13:20,0,30,0,0,0,65,0,0,0,45,40,190,0,0,0,0,0,0,0,35,140,65,15,75,0,50,55,0,30,0,30,105,60,90,160,0,75,40,60,0,50,0,,0,0,0,,
2/17/2018 13:30,0,30,0,0,0,65,0,0,0,60,50,140,0,0,0,0,0,0,0,45,140,60,15,80,0,50,55,0,25,0,30,0,60,90,150,0,65,35,60,0,60,0,,0,0,0,,
2/17/2018 13:40,0,30,0,0,0,65,0,0,0,60,40,140,0,0,0,0,0,0,0,50,75,55,15,75,0,45,55,0,30,0,20,105,65,125,150,0,65,40,50,0,60,0,,0,0,0,,
2/17/2018 13:50,0,20,0,0,0,65,0,0,0,65,40,130,0,0,0,0,0,0,0,45,120,55,15,75,0,50,55,0,30,0,20,110,65,165,150,0,55,35,45,0,60,0,,0,0,0,,
2/17/2018 14:00,0,20,0,0,0,45,0,0,0,30,40,130,0,0,0,0,0,0,0,45,75,65,15,75,0,50,65,0,25,0,15,105,65,195,135,0,75,35,60,0,60,0,,0,0,0,,
2/17/2018 14:10,0,20,0,0,0,60,0,0,0,45,40,220,0,0,0,0,0,0,0,45,90,65,15,75,0,55,70,0,25,0,15,95,55,195,120,0,75,40,70,0,40,0,,0,0,0,,
2/17/2018 14:20,0,35,0,0,0,60,0,0,0,60,40,190,0,0,0,0,0,0,0,55,90,60,15,70,0,50,60,0,30,0,15,95,60,205,120,0,75,40,70,0,40,0,,0,0,0,,
2/17/2018 14:30,0,35,0,0,0,55,0,0,0,75,40,190,0,0,0,0,0,0,0,55,90,65,15,90,0,45,60,0,25,0,15,105,60,205,120,0,75,50,70,0,40,0,,0,0,0,,
2/17/2018 14:40,0,40,0,0,0,55,0,0,0,65,40,140,0,0,0,0,0,0,0,55,85,65,15,90,0,45,55,0,30,0,15,95,65,205,120,0,75,50,70,0,40,0,,0,0,0,,
2/17/2018 14:50,0,40,0,0,0,50,0,0,0,55,70,140,0,0,0,0,0,0,0,55,85,60,15,75,0,40,60,0,35,0,20,80,65,185,120,0,80,50,40,0,40,0,,0,0,0,,
2/17/2018 15:00,0,40,0,0,0,50,0,0,0,75,70,130,0,0,0,0,0,0,0,45,85,65,15,70,0,35,85,0,30,0,20,80,50,170,95,0,75,50,45,0,40,0,,0,0,0,,
2/17/2018 15:10,0,40,0,0,0,45,0,0,0,80,60,130,0,0,0,0,0,0,0,35,85,65,15,70,0,30,90,0,30,0,15,80,60,165,95,0,70,40,45,0,40,0,,0,0,0,,
2/17/2018 15:20,0,10,0,0,0,40,0,0,0,55,60,130,0,0,0,0,0,0,0,35,85,65,15,65,0,30,90,0,30,0,15,85,70,145,95,0,70,40,45,0,40,0,,0,0,0,,
2/17/2018 15:30,0,10,0,0,0,45,0,0,0,75,30,130,0,0,0,0,0,0,0,35,90,65,15,45,0,30,95,0,25,0,15,90,70,140,90,0,80,35,50,0,40,0,,0,0,0,,
2/17/2018 15:40,0,10,0,0,0,55,0,0,0,95,30,130,0,0,0,0,0,0,0,25,85,70,15,25,0,35,90,0,25,0,10,85,65,145,95,0,75,30,55,0,40,0,,0,0,0,,
2/17/2018 15:50,0,10,0,0,0,55,0,0,0,115,30,130,0,0,0,0,0,0,0,35,85,70,15,30,0,40,90,0,25,0,10,80,60,145,95,0,75,25,50,0,40,0,,0,0,0,,
2/17/2018 16:00,0,10,0,0,0,45,0,0,0,0,0,120,0,0,0,0,0,0,0,40,80,55,15,55,0,45,70,0,30,0,15,70,40,140,90,0,50,35,0,0,40,0,,0,0,0,,
2/17/2018 16:10,0,10,0,0,0,40,0,0,0,0,0,90,0,0,0,0,0,0,0,40,80,50,15,55,0,45,45,0,30,0,10,65,35,145,95,0,45,35,0,0,40,0,,0,0,0,,
2/17/2018 16:20,0,10,0,0,0,30,0,0,0,0,30,70,0,0,0,0,0,0,0,40,80,45,15,55,0,45,40,0,25,0,15,75,35,135,85,0,60,40,0,0,40,0,,0,0,0,,
2/17/2018 16:40,0,10,0,0,0,35,0,0,0,0,20,70,0,0,0,0,0,0,0,30,65,55,0,45,0,40,30,0,15,0,10,75,40,105,75,0,30,45,0,0,40,0,,0,0,0,,
2/17/2018 16:50,0,10,0,0,0,30,0,0,0,0,30,120,0,0,0,0,0,0,0,40,40,50,0,25,0,30,30,0,10,0,15,75,30,110,75,0,20,45,0,0,40,0,,0,0,0,,
2/17/2018 17:00,0,10,0,0,0,25,0,0,0,70,20,120,0,0,0,0,0,0,0,45,40,50,0,10,0,20,25,0,10,0,10,70,20,105,70,0,20,15,10,0,40,0,,0,0,0,,
2/17/2018 17:10,0,10,0,0,0,20,0,0,0,70,20,90,0,0,0,0,0,0,0,45,40,40,0,20,0,15,15,0,10,0,10,65,15,105,75,0,30,10,15,0,40,0,,0,0,0,,
2/17/2018 17:20,0,10,0,0,0,20,0,0,0,70,20,120,0,0,0,0,0,0,0,20,45,40,10,10,0,10,20,0,5,0,10,65,30,125,65,0,30,15,35,0,40,0,,0,0,0,,
2/17/2018 17:30,0,10,0,0,0,20,0,0,0,40,20,120,0,0,0,0,0,0,0,20,50,65,10,15,0,10,30,0,15,0,10,75,25,135,65,0,45,15,35,0,40,0,,0,0,0,,
2/17/2018 17:40,0,10,0,0,0,40,0,0,0,50,20,120,0,0,0,0,0,0,0,20,55,60,10,15,0,10,35,0,15,0,10,90,35,125,70,0,50,15,35,0,40,0,,0,0,0,,
2/17/2018 17:50,0,20,0,0,0,30,0,0,0,50,40,120,0,0,0,0,0,0,0,25,70,55,10,15,0,20,45,0,20,0,10,80,50,135,70,0,55,25,35,0,40,0,,0,0,0,,
2/17/2018 18:00,0,10,0,0,0,30,0,0,0,50,30,120,0,0,0,0,0,0,0,30,70,60,10,45,0,25,50,0,20,0,15,80,35,135,60,0,45,25,35,0,40,0,,0,0,0,,
